gene_id,gene_name
ENSG00000267258.1,PPIAP58
ENSG00000267259.1,ERVE-1
ENSG00000267260.2,AC020928.1
ENSG00000267262.1,AC011444.2
ENSG00000267263.1,AC111170.2
ENSG00000267264.1,AC006504.3
ENSG00000267265.5,AC011476.3
ENSG00000267270.6,PARD6G-AS1
ENSG00000267272.5,LINC01140
ENSG00000267274.1,AC008770.3
ENSG00000267275.1,AC020911.2
ENSG00000267277.1,AC024575.1
ENSG00000267278.6,MAP3K14-AS1
ENSG00000267279.2,AC090409.1
ENSG00000267280.5,TBX2-AS1
ENSG00000267281.2,ATF7-NPFF
ENSG00000267282.1,AC011481.2
ENSG00000267283.1,AC005306.1
ENSG00000267284.2,AC022031.2
ENSG00000267285.1,AC004672.2
ENSG00000267287.1,AC068473.3
ENSG00000267288.2,AC138150.2
ENSG00000267289.1,AC008752.2
ENSG00000267291.1,AC008649.1
ENSG00000267293.1,AC012569.1
ENSG00000267296.2,CEBPA-DT
ENSG00000267298.1,AC006116.5
ENSG00000267299.1,AC011444.3
ENSG00000267301.1,RPL23AP77
ENSG00000267302.5,RNFT1-DT
ENSG00000267303.1,AC011511.4
ENSG00000267304.1,AC004637.1
ENSG00000267305.2,AL592148.2
ENSG00000267308.3,LINC01764
ENSG00000267309.1,AC092295.2
ENSG00000267311.1,AC007673.1
ENSG00000267312.1,AC015911.4
ENSG00000267313.7,KC6
ENSG00000267315.1,AC060766.3
ENSG00000267316.5,AC090409.2
ENSG00000267317.2,AC027307.2
ENSG00000267319.1,SELENOKP1
ENSG00000267320.5,AC005580.1
ENSG00000267321.3,SNHG30
ENSG00000267322.2,SNHG22
ENSG00000267323.1,SLC25A1P5
ENSG00000267324.1,AC006557.2
ENSG00000267325.2,LINC01415
ENSG00000267327.2,AC009271.1
ENSG00000267334.1,AC015936.1
ENSG00000267336.1,EIF4A2P1
ENSG00000267337.2,LINC01478
ENSG00000267339.7,LINC00906
ENSG00000267340.1,AC060780.2
ENSG00000267341.1,AC100843.1
ENSG00000267342.1,AC087289.2
ENSG00000267343.2,ZNF833P
ENSG00000267344.1,AC003070.1
ENSG00000267345.1,AC010632.1
ENSG00000267346.1,EIF5AP3
ENSG00000267348.3,GEMIN7-AS1
ENSG00000267353.1,AC020928.2
ENSG00000267360.6,AC012309.1
ENSG00000267361.1,SEC24AP1
ENSG00000267364.2,AC022706.1
ENSG00000267365.1,KCNJ2-AS1
ENSG00000267366.1,AP005131.2
ENSG00000267369.1,TAF5LP1
ENSG00000267370.1,AC008752.3
ENSG00000267372.2,AC005330.1
ENSG00000267373.1,AC008894.1
ENSG00000267374.2,MIR924HG
ENSG00000267375.1,AC008649.2
ENSG00000267376.1,ATP5MGP6
ENSG00000267383.7,AC011447.3
ENSG00000267385.1,AC011498.4
ENSG00000267387.1,AC020931.1
ENSG00000267388.1,AF038458.2
ENSG00000267390.1,AC036176.1
ENSG00000267391.5,MIR122HG
ENSG00000267393.1,AP002439.1
ENSG00000267394.1,AC004596.1
ENSG00000267395.5,DM1-AS
ENSG00000267397.1,AC090229.1
ENSG00000267404.1,AC023043.2
ENSG00000267405.1,AC005180.1
ENSG00000267406.1,AC011509.1
ENSG00000267408.1,AC011498.5
ENSG00000267409.1,AC068473.4
ENSG00000267412.1,AC092068.2
ENSG00000267413.1,LINC01901
ENSG00000267414.1,SETBP1-DT
ENSG00000267416.1,AC025048.4
ENSG00000267417.1,AC138474.1
ENSG00000267418.1,ELOCP29
ENSG00000267419.2,ZNF56
ENSG00000267420.1,AC007993.2
ENSG00000267421.6,AC005498.2
ENSG00000267422.1,AC016582.2
ENSG00000267424.1,AC020934.1
ENSG00000267426.5,AC087289.3
ENSG00000267429.1,AC006116.6
ENSG00000267430.1,AC036176.2
ENSG00000267432.6,DNAH17-AS1
ENSG00000267437.1,AC012309.2
ENSG00000267439.1,AD000671.3
ENSG00000267440.2,LINC02594
ENSG00000267443.2,AC010641.1
ENSG00000267444.1,SMUG1P1
ENSG00000267446.1,AC003070.2
ENSG00000267452.3,LINC02073
ENSG00000267453.7,CLEC4O
ENSG00000267454.6,ZNF582-AS1
ENSG00000267456.2,AC023043.3
ENSG00000267457.1,AC004223.2
ENSG00000267461.1,AC079210.1
ENSG00000267466.1,AC021683.1
ENSG00000267470.6,ZNF571-AS1
ENSG00000267472.1,ARHGAP27P2
ENSG00000267474.1,AC008569.2
ENSG00000267475.1,AC008736.1
ENSG00000267476.1,AC104365.1
ENSG00000267478.1,AP002414.3
ENSG00000267480.1,AP001542.3
ENSG00000267481.1,AC011477.1
ENSG00000267489.5,LINC01837
ENSG00000267491.1,AC100788.1
ENSG00000267493.4,CIRBP-AS1
ENSG00000267496.4,FAM215A
ENSG00000267497.1,NFE2L3P1
ENSG00000267498.2,AC007786.1
ENSG00000267500.1,ZNF887P
ENSG00000267501.1,AC104365.2
ENSG00000267503.1,AP005131.3
ENSG00000267504.1,AC090236.2
ENSG00000267505.1,AC005180.2
ENSG00000267506.5,AC021683.2
ENSG00000267507.1,AC010327.3
ENSG00000267508.6,ZNF285
ENSG00000267515.1,AP001029.3
ENSG00000267517.1,LINC01855
ENSG00000267518.1,AC090699.1
ENSG00000267519.6,AC020916.1
ENSG00000267521.1,AC016168.1
ENSG00000267522.1,LINC01864
ENSG00000267523.1,AC008735.2
ENSG00000267526.1,AC005702.2
ENSG00000267529.3,AP005131.4
ENSG00000267530.3,LINC01836
ENSG00000267532.5,MIR497HG
ENSG00000267533.1,AP002414.4
ENSG00000267534.4,S1PR2
ENSG00000267535.2,LINC00868
ENSG00000267541.1,MTCO2P2
ENSG00000267543.1,AC015802.3
ENSG00000267544.1,HIKESHIP2
ENSG00000267546.2,AC015802.4
ENSG00000267547.1,AC060766.4
ENSG00000267549.6,AC006116.7
ENSG00000267550.1,AC022517.1
ENSG00000267551.3,AC005264.1
ENSG00000267552.6,AC093227.2
ENSG00000267554.1,AC015911.7
ENSG00000267557.1,AC008474.1
ENSG00000267558.2,AC087685.1
ENSG00000267559.5,AL158154.3
ENSG00000267560.1,AC027514.2
ENSG00000267561.2,AC093155.3
ENSG00000267563.1,AC011471.2
ENSG00000267565.1,AC011477.2
ENSG00000267567.1,AC008736.2
ENSG00000267568.6,AC016168.2
ENSG00000267570.1,STK25P1
ENSG00000267571.1,AC104532.2
ENSG00000267573.1,KRT8P5
ENSG00000267575.7,AC006504.5
ENSG00000267577.1,AC010327.4
ENSG00000267581.1,AC011477.3
ENSG00000267582.1,AC020916.2
ENSG00000267583.5,AC007998.3
ENSG00000267586.7,LINC00907
ENSG00000267587.1,AC090241.1
ENSG00000267589.1,AC011444.4
ENSG00000267590.1,NDUFA3P1
ENSG00000267591.1,AC105224.1
ENSG00000267592.1,AC004134.1
ENSG00000267593.2,LINC01926
ENSG00000267594.5,CYP4F24P
ENSG00000267595.1,BRCA1P1
ENSG00000267605.7,AC016590.1
ENSG00000267607.1,AC011511.5
ENSG00000267610.2,AC007787.1
ENSG00000267611.1,AC008521.1
ENSG00000267612.1,AC008759.2
ENSG00000267620.1,AC090771.1
ENSG00000267624.1,AC087645.1
ENSG00000267626.1,AC002115.1
ENSG00000267627.5,AC118757.1
ENSG00000267632.1,AC067852.3
ENSG00000267637.1,AC040904.1
ENSG00000267638.1,AC023855.1
ENSG00000267640.6,AC016582.3
ENSG00000267641.1,BNIP3P16
ENSG00000267644.1,AC061975.7
ENSG00000267645.5,AC105052.3
ENSG00000267646.1,AC008543.5
ENSG00000267647.1,MAP1LC3P
ENSG00000267648.1,AC060766.5
ENSG00000267649.1,AC010327.5
ENSG00000267650.1,AC008742.1
ENSG00000267651.1,AC015961.1
ENSG00000267652.1,NPM1P1
ENSG00000267653.1,AC002546.1
ENSG00000267655.1,AC125437.1
ENSG00000267656.1,AP001357.2
ENSG00000267658.1,AC099811.3
ENSG00000267659.5,LINC01482
ENSG00000267661.1,AP001269.3
ENSG00000267662.1,AC025809.1
ENSG00000267665.2,AC021683.3
ENSG00000267666.2,AC004156.1
ENSG00000267669.1,AC098847.1
ENSG00000267672.1,AC010632.2
ENSG00000267673.6,FDX2
ENSG00000267674.1,AC090227.3
ENSG00000267676.1,THA1P
ENSG00000267677.1,AC016229.2
ENSG00000267679.1,EIF5AP2
ENSG00000267680.5,ZNF224
ENSG00000267681.1,AC135721.1
ENSG00000267682.1,AC016590.2
ENSG00000267690.1,LDLRAD4-AS1
ENSG00000267691.1,SHC1P2
ENSG00000267692.1,TAF9P3
ENSG00000267693.1,AC011477.4
ENSG00000267694.1,AP005131.5
ENSG00000267696.6,ERVK-28
ENSG00000267698.1,AC002116.2
ENSG00000267703.1,AC020917.2
ENSG00000267706.3,AC020922.1
ENSG00000267707.2,AC015961.2
ENSG00000267708.1,RDM1P3
ENSG00000267709.1,AC024592.2
ENSG00000267710.9,EDDM13
ENSG00000267711.1,AC060766.6
ENSG00000267712.6,LINC01539
ENSG00000267714.2,AC008738.4
ENSG00000267717.1,SRSF10P1
ENSG00000267719.1,LINC02078
ENSG00000267723.1,AC011509.2
ENSG00000267724.1,AC012254.3
ENSG00000267726.1,LINC02565
ENSG00000267729.1,AC010761.6
ENSG00000267731.1,AC005332.2
ENSG00000267733.5,AP005264.4
ENSG00000267734.1,AL121989.1
ENSG00000267736.2,HMGB2P1
ENSG00000267737.1,AC087645.2
ENSG00000267741.1,UBE2L4
ENSG00000267742.1,SINHCAFP2
ENSG00000267743.5,AC107896.1
ENSG00000267745.1,AC060766.7
ENSG00000267746.1,AC104985.1
ENSG00000267749.1,AC092068.3
ENSG00000267750.6,RUNDC3A-AS1
ENSG00000267751.5,AC009005.1
ENSG00000267752.1,RPS10P27
ENSG00000267758.1,AC099811.4
ENSG00000267761.3,MIR4527HG
ENSG00000267762.1,AC048380.1
ENSG00000267764.1,AC093567.1
ENSG00000267765.1,AC100793.3
ENSG00000267766.1,AC022726.1
ENSG00000267767.3,LINC01801
ENSG00000267769.1,AC011498.6
ENSG00000267771.1,AC011447.4
ENSG00000267774.2,AC010776.2
ENSG00000267777.2,LINC01791
ENSG00000267778.1,AC004221.1
ENSG00000267779.7,LINC01533
ENSG00000267780.2,AC021594.2
ENSG00000267781.1,SLC25A36P1
ENSG00000267783.1,AC022098.3
ENSG00000267784.1,AC010680.1
ENSG00000267786.1,AF038458.3
ENSG00000267787.7,AC027097.2
ENSG00000267790.1,LINC01987
ENSG00000267793.1,AC009977.1
ENSG00000267795.6,SMIM22
ENSG00000267796.8,LIN37
ENSG00000267800.1,AC012254.4
ENSG00000267801.1,AC087289.5
ENSG00000267808.1,AC018755.1
ENSG00000267809.1,NDUFV2P1
ENSG00000267811.1,AP001160.2
ENSG00000267834.1,AL592211.1
ENSG00000267838.2,AC245884.8
ENSG00000267852.1,AC119396.2
ENSG00000267855.6,NDUFA7
ENSG00000267857.2,AL133499.1
ENSG00000267858.6,MZF1-AS1
ENSG00000267868.1,AL356740.1
ENSG00000267871.6,ZNF460-AS1
ENSG00000267879.2,AC011483.1
ENSG00000267882.2,AL031666.2
ENSG00000267886.1,AC074135.1
ENSG00000267890.1,AC010624.2
ENSG00000267892.1,AC022144.1
ENSG00000267895.1,AC063977.1
ENSG00000267898.1,AC026803.2
ENSG00000267904.1,AC024075.1
ENSG00000267905.5,AC008750.2
ENSG00000267908.2,ZSCAN5DP
ENSG00000267909.3,CCDC177
ENSG00000267919.1,AC009955.2
ENSG00000267920.1,SNX6P1
ENSG00000267922.1,AC007785.1
ENSG00000267924.1,AC139769.2
ENSG00000267927.1,AC010320.1
ENSG00000267934.1,AC010300.1
ENSG00000267938.1,EIF1P6
ENSG00000267939.1,AC008946.1
ENSG00000267940.1,AC022762.2
ENSG00000267943.1,AC010328.1
ENSG00000267959.3,MIR3188
ENSG00000267968.1,AC011523.1
ENSG00000267978.5,MAGEA9B
ENSG00000267980.1,AC007292.1
ENSG00000267986.1,AC130469.1
ENSG00000267990.1,AC063977.2
ENSG00000268001.1,CARD8-AS1
ENSG00000268006.1,PTOV1-AS1
ENSG00000268015.1,AC010320.2
ENSG00000268027.5,AC243960.1
ENSG00000268030.1,AC005253.1
ENSG00000268034.1,AC243960.2
ENSG00000268041.2,ERFL
ENSG00000268043.7,NBPF12
ENSG00000268047.1,AC018766.1
ENSG00000268049.1,AC012313.2
ENSG00000268051.1,AC008395.1
ENSG00000268053.1,AC007785.2
ENSG00000268056.5,AC020913.1
ENSG00000268058.1,BNIP3P40
ENSG00000268061.5,NAPA-AS1
ENSG00000268062.1,SRP14P4
ENSG00000268066.5,FMR1-AS1
ENSG00000268069.2,AC004466.1
ENSG00000268070.1,AC006539.2
ENSG00000268078.1,AC135012.2
ENSG00000268079.1,BNIP3P30
ENSG00000268080.2,AC016885.3
ENSG00000268081.1,AC123912.1
ENSG00000268087.1,AC008764.2
ENSG00000268088.1,AC093063.1
ENSG00000268089.3,GABRQ
ENSG00000268093.1,AC022154.1
ENSG00000268095.1,ZNF649-AS1
ENSG00000268100.1,ZNF725P
ENSG00000268104.3,SLC6A14
ENSG00000268105.1,AC124856.1
ENSG00000268108.1,AC008687.2
ENSG00000268117.1,VN1R84P
ENSG00000268119.6,AC010615.2
ENSG00000268129.1,AC026304.1
ENSG00000268140.1,PCGF7P
ENSG00000268144.1,NIFKP6
ENSG00000268154.2,Metazoa_SRP
ENSG00000268157.1,AC010524.1
ENSG00000268163.1,AC004076.1
ENSG00000268170.2,AC073342.1
ENSG00000268173.3,AC007192.1
ENSG00000268181.3,AC073188.6
ENSG00000268182.6,SMIM17
ENSG00000268186.1,ZNF114-AS1
ENSG00000268189.2,AC005785.1
ENSG00000268199.2,AC010335.1
ENSG00000268201.1,AC020915.1
ENSG00000268204.1,AC008763.1
ENSG00000268205.1,AC005261.1
ENSG00000268218.1,AC137932.3
ENSG00000268222.1,EEF1A1P7
ENSG00000268223.6,ARL14EPL
ENSG00000268230.5,AC012313.3
ENSG00000268234.1,FKBP4P6
ENSG00000268240.1,AC123912.2
ENSG00000268257.2,AIRN
ENSG00000268266.1,AC003005.2
ENSG00000268278.1,AC123912.3
ENSG00000268279.4,AC090004.1
ENSG00000268282.1,AC010328.2
ENSG00000268287.1,AC008687.3
ENSG00000268288.1,AL589765.5
ENSG00000268289.1,AC020908.1
ENSG00000268293.1,AC008751.1
ENSG00000268295.1,POLR3GP1
ENSG00000268297.1,CLEC4GP1
ENSG00000268307.1,LINC02560
ENSG00000268316.1,AC006272.1
ENSG00000268320.4,SCGB1C2
ENSG00000268322.1,BNIP3P25
ENSG00000268324.2,LRRC2-AS1
ENSG00000268333.1,AL132655.1
ENSG00000268350.7,FAM156A
ENSG00000268355.1,AC243960.3
ENSG00000268362.6,AC092279.1
ENSG00000268364.2,SMC5-AS1
ENSG00000268366.1,AC010271.1
ENSG00000268375.1,AC010325.2
ENSG00000268379.1,AC025588.1
ENSG00000268388.6,FENDRR
ENSG00000268392.1,AC003682.1
ENSG00000268400.5,AC008763.2
ENSG00000268401.2,AC007785.3
ENSG00000268403.2,AC132192.2
ENSG00000268412.2,TRMT112P6
ENSG00000268416.1,AC010329.1
ENSG00000268433.1,MTDHP3
ENSG00000268438.1,BNIP3P27
ENSG00000268442.1,AC073534.1
ENSG00000268455.1,AC073544.1
ENSG00000268458.1,AC011468.3
ENSG00000268460.2,AC006262.1
ENSG00000268469.1,BNIP3P38
ENSG00000268471.6,MIR4453HG
ENSG00000268472.2,AP002884.3
ENSG00000268473.1,AC092327.1
ENSG00000268480.3,NFILZ
ENSG00000268496.1,AC245884.9
ENSG00000268499.1,AC011479.2
ENSG00000268505.1,AC135012.3
ENSG00000268510.1,IFNL3P1
ENSG00000268516.2,AC020915.2
ENSG00000268520.1,AC008750.4
ENSG00000268521.1,VN1R83P
ENSG00000268529.1,CYP2T3P
ENSG00000268530.6,AC008403.2
ENSG00000268531.3,AC060814.2
ENSG00000268532.1,LINC02135
ENSG00000268533.1,AC003002.2
ENSG00000268535.1,MTDHP4
ENSG00000268536.1,AC005523.1
ENSG00000268543.1,AC012313.4
ENSG00000268545.1,VN1R107P
ENSG00000268555.2,AC123912.4
ENSG00000268560.1,AC010636.1
ENSG00000268564.1,AC003956.1
ENSG00000268573.1,AC011815.1
ENSG00000268575.1,AL031282.2
ENSG00000268581.1,SIGLEC18P
ENSG00000268583.2,AC011466.1
ENSG00000268584.1,AC073389.1
ENSG00000268598.1,VN1R80P
ENSG00000268601.1,AC115522.1
ENSG00000268603.1,AC053503.4
ENSG00000268606.5,MAGEA2
ENSG00000268615.1,AL353803.5
ENSG00000268621.6,IGFL2-AS1
ENSG00000268623.2,AC020904.1
ENSG00000268628.2,AL121761.1
ENSG00000268635.2,AP003680.1
ENSG00000268649.5,AL132655.2
ENSG00000268650.3,AC005759.1
ENSG00000268654.2,MIMT1
ENSG00000268655.2,AC008687.4
ENSG00000268658.5,LINC00664
ENSG00000268659.2,AL589863.1
ENSG00000268660.1,LETM1P2
ENSG00000268670.1,AC016586.1
ENSG00000268673.3,AC004597.1
ENSG00000268678.1,AC005261.2
ENSG00000268683.1,AC020910.2
ENSG00000268686.2,AC010643.1
ENSG00000268696.3,ZNF723
ENSG00000268705.1,BNIP3P26
ENSG00000268707.1,AL158151.4
ENSG00000268723.1,AC005261.4
ENSG00000268731.1,AC010615.3
ENSG00000268738.3,HSFX2
ENSG00000268743.1,AC008737.1
ENSG00000268744.1,AC008758.4
ENSG00000268746.1,AC010519.1
ENSG00000268747.1,AC022432.1
ENSG00000268751.1,SCGB1B2P
ENSG00000268754.4,LINC01081
ENSG00000268756.1,AC104534.1
ENSG00000268758.7,ADGRE4P
ENSG00000268764.1,AC011465.1
ENSG00000268785.1,RPL7P50
ENSG00000268794.1,VN1R90P
ENSG00000268798.1,AC027307.3
ENSG00000268812.3,AC004264.1
ENSG00000268818.2,AL049747.1
ENSG00000268833.1,AC243967.2
ENSG00000268834.2,OR7A1P
ENSG00000268836.1,Z69706.1
ENSG00000268845.1,AC025278.1
ENSG00000268849.5,SIGLEC22P
ENSG00000268858.2,AL118506.1
ENSG00000268864.4,AC011487.2
ENSG00000268866.1,AC020915.3
ENSG00000268869.6,ESPNP
ENSG00000268870.1,AC008758.5
ENSG00000268873.1,AC022601.1
ENSG00000268879.1,IGFL1P1
ENSG00000268883.2,PNMA6B
ENSG00000268884.1,AC010323.2
ENSG00000268889.1,AC008750.6
ENSG00000268894.7,PLCE1-AS1
ENSG00000268895.6,A1BG-AS1
ENSG00000268896.1,AC009955.3
ENSG00000268902.3,CSAG2
ENSG00000268903.1,AL627309.6
ENSG00000268906.1,AC011473.3
ENSG00000268912.1,AC012313.5
ENSG00000268916.6,CSAG3
ENSG00000268926.3,AL354861.3
ENSG00000268931.1,AC136469.1
ENSG00000268938.2,AC005387.1
ENSG00000268941.2,LINC01711
ENSG00000268942.2,CKS1BP3
ENSG00000268945.1,AC010422.2
ENSG00000268947.1,AC002128.1
ENSG00000268949.1,MRPS17P1
ENSG00000268955.2,AC068020.1
ENSG00000268964.3,ERVV-2
ENSG00000268970.1,AC022150.2
ENSG00000268987.1,AC011462.3
ENSG00000268992.1,CDC42EP3P1
ENSG00000268996.3,MAN1B1-DT
ENSG00000268997.1,DNAJC19P3
ENSG00000269001.2,AC092070.2
ENSG00000269009.1,SLC6A21P
ENSG00000269012.2,KRT18P40
ENSG00000269019.2,HOMER3-AS1
ENSG00000269028.3,MTRNR2L12
ENSG00000269038.1,AP001462.1
ENSG00000269040.1,BNIP3P24
ENSG00000269043.2,AC008554.1
ENSG00000269044.2,AC024075.2
ENSG00000269050.1,AC011455.1
ENSG00000269053.1,AC010319.3
ENSG00000269054.2,AC012313.6
ENSG00000269058.6,CALR3
ENSG00000269066.1,AC020908.3
ENSG00000269067.2,ZNF728
ENSG00000269068.1,AC009955.4
ENSG00000269069.1,AC007842.1
ENSG00000269072.1,AC063977.5
ENSG00000269082.1,AC010328.3
ENSG00000269086.3,AC008555.2
ENSG00000269091.6,AC010624.3
ENSG00000269097.1,TPRG1LP1
ENSG00000269099.2,LSP1P1
ENSG00000269102.1,AC010320.3
ENSG00000269103.2,Metazoa_SRP
ENSG00000269113.4,TRABD2B
ENSG00000269119.1,HNRNPA1P52
ENSG00000269124.1,AC007193.2
ENSG00000269125.1,AL137002.1
ENSG00000269136.1,BRI3BPP1
ENSG00000269139.2,AC010336.5
ENSG00000269148.1,AC092301.1
ENSG00000269153.1,LYPLA2P2
ENSG00000269155.2,AL009178.2
ENSG00000269161.1,AC010618.2
ENSG00000269172.1,AC011443.1
ENSG00000269176.2,AP001160.3
ENSG00000269177.1,L34079.2
ENSG00000269186.3,LINC01082
ENSG00000269189.1,AL445223.1
ENSG00000269190.6,FBXO17
ENSG00000269191.1,AC005387.2
ENSG00000269194.1,AC006942.1
ENSG00000269210.2,AC019171.1
ENSG00000269220.1,LINC00528
ENSG00000269226.7,TMSB15B
ENSG00000269228.1,RPS27AP19
ENSG00000269235.2,ZNF350-AS1
ENSG00000269242.1,AC010422.3
ENSG00000269243.1,AC008894.2
ENSG00000269244.1,RPL23AP78
ENSG00000269246.1,AC011445.1
ENSG00000269274.1,AC078899.4
ENSG00000269275.1,AC020922.3
ENSG00000269289.6,AC011503.1
ENSG00000269293.3,ZSCAN16-AS1
ENSG00000269296.1,AC005614.1
ENSG00000269300.1,AC008734.1
ENSG00000269303.1,AC020907.3
ENSG00000269304.1,FKBP1AP1
ENSG00000269313.5,MAGIX
ENSG00000269318.1,AC007292.2
ENSG00000269321.1,AC011466.2
ENSG00000269332.5,GOLGA2P9
ENSG00000269335.6,IKBKG
ENSG00000269343.9,ZNF587B
ENSG00000269345.1,VN1R85P
ENSG00000269350.1,AC010463.2
ENSG00000269352.1,PTOV1-AS2
ENSG00000269353.1,AC092071.1
ENSG00000269354.1,AC243960.5
ENSG00000269356.1,AL356740.2
ENSG00000269365.2,AC120349.1
ENSG00000269373.1,AC008739.2
ENSG00000269374.1,AC011497.2
ENSG00000269376.1,AL356740.3
ENSG00000269378.1,ITGB1P1
ENSG00000269386.5,RAB11B-AS1
ENSG00000269387.1,AL365205.4
ENSG00000269388.1,AC018755.3
ENSG00000269392.1,AC008655.2
ENSG00000269397.1,AC011503.2
ENSG00000269399.2,AC008764.6
ENSG00000269400.1,AC008734.2
ENSG00000269403.1,AC008750.7
ENSG00000269404.7,SPIB
ENSG00000269416.6,LINC01224
ENSG00000269420.5,PLA2G4C-AS1
ENSG00000269421.1,AC011503.3
ENSG00000269425.1,AC104521.1
ENSG00000269427.1,AC024075.3
ENSG00000269431.1,BNIP3P8
ENSG00000269439.6,AC010618.3
ENSG00000269444.1,AC011491.2
ENSG00000269446.2,AC006967.3
ENSG00000269463.1,AP001160.4
ENSG00000269471.1,AC092329.2
ENSG00000269473.1,AC012313.8
ENSG00000269480.1,AC020913.2
ENSG00000269481.1,AC010319.4
ENSG00000269486.2,ERVK9-11
ENSG00000269487.1,AC008635.1
ENSG00000269489.1,AL589765.6
ENSG00000269495.1,AC011483.2
ENSG00000269504.3,AC003973.1
ENSG00000269506.2,AC110792.2
ENSG00000269514.3,AC024257.3
ENSG00000269516.6,CYP4F23P
ENSG00000269524.1,AC245052.7
ENSG00000269526.1,ERVV-1
ENSG00000269533.5,AC003002.3
ENSG00000269534.5,AC011466.3
ENSG00000269535.1,AC010320.4
ENSG00000269540.1,AC010624.4
ENSG00000269553.1,U62631.1
ENSG00000269556.8,TMEM185A
ENSG00000269559.2,AC093677.2
ENSG00000269560.1,AC010422.4
ENSG00000269570.2,AP001350.1
ENSG00000269584.1,TDGF1P7
ENSG00000269586.7,CT45A10
ENSG00000269600.2,AC016629.2
ENSG00000269608.1,OSTCP3
ENSG00000269609.6,RPARP-AS1
ENSG00000269621.1,AL589765.7
ENSG00000269635.1,AC004257.1
ENSG00000269637.1,RPL12P41
ENSG00000269646.1,AC010487.1
ENSG00000269652.1,AC011510.1
ENSG00000269653.1,AC011479.3
ENSG00000269656.1,NOP53-AS1
ENSG00000269662.1,BNIP3P39
ENSG00000269667.2,AC092723.1
ENSG00000269680.1,AC008760.1
ENSG00000269681.1,AC063977.6
ENSG00000269688.1,AC008982.2
ENSG00000269694.1,AC005197.1
ENSG00000269696.2,AC005498.3
ENSG00000269699.6,ZIM2
ENSG00000269706.1,AC008687.6
ENSG00000269707.2,AC018730.1
ENSG00000269713.7,NBPF9
ENSG00000269720.2,CCDC194
ENSG00000269729.1,AC006262.2
ENSG00000269736.1,AC010319.5
ENSG00000269737.2,AL691432.1
ENSG00000269742.1,BNIP3P29
ENSG00000269743.3,SLC25A53
ENSG00000269752.1,AC008761.2
ENSG00000269755.1,AC008758.6
ENSG00000269758.1,AC092070.4
ENSG00000269761.1,AC025278.2
ENSG00000269763.1,EXOSC3P2
ENSG00000269765.2,AC011492.1
ENSG00000269779.1,AC010329.2
ENSG00000269793.7,ZIM2-AS1
ENSG00000269794.1,AC010642.1
ENSG00000269800.1,PLEKHA3P1
ENSG00000269802.1,AC011491.3
ENSG00000269806.1,BICRA-AS1
ENSG00000269807.1,AC007292.3
ENSG00000269815.1,AC010463.3
ENSG00000269821.1,KCNQ1OT1
ENSG00000269825.1,AC022150.4
ENSG00000269834.6,ZNF528-AS1
ENSG00000269836.1,AC020913.3
ENSG00000269837.1,IPO5P1
ENSG00000269842.5,AC011453.1
ENSG00000269843.1,AC008537.2
ENSG00000269845.1,CCNYL6
ENSG00000269846.1,AL136172.1
ENSG00000269855.2,RNF225
ENSG00000269858.6,EGLN2
ENSG00000269859.1,AC008735.3
ENSG00000269867.1,AC010326.3
ENSG00000269873.1,AC245884.10
ENSG00000269886.1,AC022382.1
ENSG00000269887.1,AL391001.1
ENSG00000269888.1,AC112491.1
ENSG00000269889.1,AC078802.1
ENSG00000269891.2,ARHGAP19-SLIT1
ENSG00000269892.1,AC125494.2
ENSG00000269893.8,SNHG8
ENSG00000269894.1,AC018809.1
ENSG00000269895.1,AP000654.1
ENSG00000269896.2,AL513477.1
ENSG00000269898.1,AC018695.2
ENSG00000269901.1,AC010531.5
ENSG00000269902.1,AC234772.1
ENSG00000269903.1,AC025165.4
ENSG00000269904.2,MAP2K4P1
ENSG00000269906.1,AL606834.1
ENSG00000269907.1,PTMAP11
ENSG00000269910.1,AL049840.3
ENSG00000269915.1,AP006621.4
ENSG00000269918.1,AF131215.6
ENSG00000269919.1,AL022067.1
ENSG00000269921.1,AC068620.1
ENSG00000269924.1,AC024451.4
ENSG00000269925.1,Z98884.2
ENSG00000269927.1,AC004817.3
ENSG00000269929.3,MIRLET7A1HG
ENSG00000269930.1,AC091057.3
ENSG00000269933.1,AL031429.2
ENSG00000269934.3,AL353593.1
ENSG00000269935.1,AC092720.2
ENSG00000269937.1,AC093525.7
ENSG00000269938.1,AC068790.2
ENSG00000269940.1,AL049840.4
ENSG00000269944.1,AP001267.4
ENSG00000269945.1,AC004817.4
ENSG00000269947.1,AC135178.6
ENSG00000269949.1,AC069307.1
ENSG00000269950.1,AP000962.1
ENSG00000269951.1,AC090181.2
ENSG00000269952.1,AL117336.1
ENSG00000269954.2,AC022239.1
ENSG00000269956.2,MKNK1-AS1
ENSG00000269958.1,AL049840.5
ENSG00000269959.1,SPACA6P-AS
ENSG00000269961.1,AC010359.2
ENSG00000269964.3,MEI4
ENSG00000269967.1,AL136115.2
ENSG00000269970.1,AL162424.1
ENSG00000269971.1,AL020997.2
ENSG00000269973.1,AC010969.2
ENSG00000269976.1,AC012065.2
ENSG00000269978.1,AL359881.1
ENSG00000269980.1,AC068768.1
ENSG00000269981.1,AL627309.7
ENSG00000269982.1,AC018809.2
ENSG00000269983.1,AC146944.2
ENSG00000269984.1,AC078795.1
ENSG00000269985.1,AL021328.1
ENSG00000269986.1,AC040174.2
ENSG00000269989.1,AC036176.3
ENSG00000269993.1,KC877982.1
